,Description,TotalSalesDollars,ProfitMargin
3824,Jadot Pernand Croix Blanc 12,104.97,77.47927979422691
3825,Jadot Pernand Vergelesses 13,2087.42,83.35361355165706
3827,Jadot Rully 13,1117.57,86.22905052927334
3828,Jadot Saint Aubin 13,797.7900000000001,93.43185550082103
3829,Jadot Santenay Clos Rous 12,139.96,83.22377822234924
3830,Jadot Savigny 13 Clos de Gue,2279.43,95.16019355716121
3831,Jadot Savigny Bl Clos de Gue,1119.72,97.66548780052156
3832,Jadot Savigny Les Beaune 12,489.86,76.18707385783694
3833,Jadot Savigny Narbantons 12,104.97,35.49585595884539
3834,Jadot Savigny les Beaune 13,2169.38,76.02633010353189
3835,Jadot Vosne Romanee 13,1319.78,78.64644107351225
3841,James L'Escargot Svgn Blanc,3252.83,58.42174352794336
3851,Jameson Rarest Vintage Rsv,5099.83,82.03861697350696
3853,Jamieson R Double Lariat Cab,647.88,34.63604371179848
3854,Jamieson Ranch Cab Svgn,2274.35,25.66843273902434
3855,Januik Cab Svgn Columbia Vly,1099.56,24.78445923824075
3856,Jargon Pinot Nr CA,458.7,29.62720732504905
3857,Jarhead Chard,2476.2200000000003,48.89872466905202
3858,Jarhead Red,3469.52,49.49041942401255
3859,Jarvis Chard Estate Napa,1919.68,11.916569428238038
3862,Jaume Serra Cristalino Rose,8200.19,33.02923468846454
3863,Je T'Aime Cremant de Limoux,1039.35,10.855823351132903
3864,Jean Dauvissat Chablis St Pi,7617.25,24.55702517312678
3865,Jean Laurent Blanc de Noirs,1982.5700000000002,97.29542966957031
3866,Jean Luc Colombo Ruchets 07,159.98,65.51443930491311
3867,Jean-Paul & Benoit Droin 14,2660.79,5.543842242341551
3868,Jefferson's Manhattan RTD,5758.530000000001,88.50904657959585
3875,Jekel Grvlstone Montry Chard,4361.78,41.98744549243658
3876,Jekel Rsl Monterey,4659.01,31.606070817620058
3886,Jeremiah Weed Bourbon,554.63,20.0133422281521
3887,Jeremiah Weed Sarsaparilla,179.88,44.429619746497664
3891,Jesse James Spiced Bourbon,383.76,21.88868042526579
3892,Jewell Towne Cab Svgn NH,4867.48,11.883767370384668
3894,Jewell Towne Chardonnay,8070.93,31.725340202430196
3897,Jewell Towne Seyval NH,7940.93,31.822217296966482
3902,Jim Beam Bonded Bourbon,3076.29,86.50322303814009
3903,Jim Beam Candy Cane 4/50mLs,1308.72,78.64631089919921
3907,Jim Beam Distlrs Masterpiece,8999.550000000001,13.667683384169225
3914,Jim Beam Signature Craft Ltd,4416.84,96.70239356644117
3917,Jim Beam White BBQ Sauce Pak,2052.15,97.40516044148819
3919,Jimenez Landi Bajondillo Men,371.76,31.052291801162042
3920,Jip Jip Rocks Shiraz/CabSvgn,1019.4,45.944673337257214
3925,Joel Gott Rsl Columbia Vly,207.84,51.61662817551963
3928,John Anthony Cab Svgn Napa,2759.54,35.072512085347554
3929,John Anthony Svgn Bl,1605.27,28.385879011007496
3932,John Taylor Velvet Falernum,159.9,34.31519699812383
3938,Johnnie Walker Gold Edition,2634.69,37.4879018024891
3941,Johnnie Walker Odyssey,8549.91,5.253622552752021
3946,Jonathan Edwards Znfdl Lodi,176.94,32.89250593421499
3948,Jordan Chard Sonoma,5978.07,43.435255860168915
3951,Jos Phelps Insignia 2010 Red,8447.34,82.94232267198906
3953,Jose Cuervo Cinge,1885.8899999999999,45.73278399058269
3958,Jose Cuervo La Familia Rsv,8199.18,47.73623703833799
3962,Jose Cuervo R Rolling Stones,4199.58,26.47264726472647
3967,Jose Cuervo Tropina,350.82,28.578758337609028
3968,Jose Maria de Fonseca Periq,3346.65,35.7925089268373
3969,Josef Weinberg Radiance Mosl,359.64,31.531531531531527
3973,Joseph Drouhin Cote de Beaun,1689.35,96.96332909107053
3974,Joseph Drouhin Cote de Nuits,1619.4299999999998,26.492654822993263
3975,Joseph Mellot Reuilly Svgn B,15.99,31.0193871169481
3976,Joseph Mellot Sancerre White,1699.32,73.35463597203588
3978,Joseph Phelps Insignia 08,6239.610000000001,62.643498551992835
3979,Joseph Phelps Insignia 09,2559.84,83.65991624476531
3980,Josh Cellars Cab Svgn Paso R,1580.07,24.129943610093225
3983,Josh Cellars Craftsman Cab S,3189.7200000000003,32.13949813776759
3989,Juan Gil Dry Wh Muscat Jumil,687.37,62.465629864556206
3992,Juarez Silver Tequila,8801.91,9.958179531488055
3993,Juarez Triple Sec,6755.070000000001,21.677643606950053
3994,Jubileo Meritage,119.88,32.43243243243243
3996,Julius Treis Trocken Rsl,137.94,35.0587211831231
3999,Justin Obtuse,1054.09,43.97157737954065
4004,K Syrah The Deal,2478.33,11.609834041471476
4005,K Vintners Cab Svgn Stonerid,563.88,32.432432432432435
4006,K Vintners Syrah The Hidden,2799.6,22.588941277325336
4007,K Vntrs Milbrandt Col Syrah,1253.6200000000001,14.707008503374237
4011,KAH Extra Aged Tequila,1249.95,13.668546741869687
4013,KJ 12 Vintners Rsv Cab Svgn,1067.88,31.03719519047084
4014,KJ Est 12 Chard Camelot High,4978.34,26.240473732207924
4015,KJ Est 12 Pnt Nr Outland Rdg,1749.5,33.795941697627896
4016,KJ Est Cab Hawkeye Mtn,299.94,32.42648529705941
4017,KJ Est Chard Santa Maria Vly,167.94,33.762057877813504
4018,KJ Jackson Est Pnt Nr Anders,101.94,33.78457916421424
4020,Kahlua Cinnamon Spice,2308.8199999999997,97.56585615162724
4023,Kahlua Hazelnut,9138.01,80.10726624286907
4027,Kahlua Peppermint Mocha,7055.389999999999,89.22270774542584
4032,Kaiken Malbec Mendoza,1021.27,33.85686449224984
4033,Kaikouzu Potato Shochu,699.8,9.082595027150607
4034,Kamchatka Vodka,3811.3199999999997,27.348330797506915
4036,Kamora Coffee Gift Pack,7627.64,35.13039419794327
4037,Kamora Coffee Liqueur,1670.48,29.10540682917485
4038,Kangarilla McLaren Vl Shiraz,131.94,31.969076853115048
4042,Kavalan Soloist Tawain Whsky,5699.85,69.92447169662358
4043,Ke Ke Beach,988.14,21.552614002064487
4044,Kedem Concord Grape Kosher,1957.8,43.536622739809985
4046,Ken Forrester Petit Pinotage,461.67,13.46199666428402
4047,Ken Volk Pnt Nr Cuvee St Mar,5493.22,46.12267486101049
4048,Ken Wright Canary Hill Pnt N,1924.65,51.4067492790897
4049,Ken Wright Cellars Pnt Nr,1319.76,94.44444444444446
4051,Ken Wright Freedom Hill Pnt,1979.64,29.612454789759756
4052,Ken Wright Shea Ore Pnt Nr,2089.62,55.56799800920741
4061,Kendall Jackson Pnt Nr Spl S,671.52,34.238741958541816
4064,Kendall Jackson Sp Sel Chard,8776.68,33.05896990661618
4065,Kendall Jackson Sp Sl Merlot,671.52,32.88062902072909
4066,Kendall Jackson Spcl Cab Svg,1161.17,24.434837276195562
4075,Kennedy's Original Irish,527.67,89.1788428373794
4078,Kenwood Chard 12,2037.6,89.37720848056537
4079,Kenwood Chard Sonoma,6248.46,10.160583567791106
4080,Kenwood Cve Brut Yulupa Spa,1393.45,7.768488284473787
4082,Kenwood J London Znfdl,8419.15,32.35920490785887
4083,Kenwood Merlot Sonoma,3328.63,13.795164977783653
4086,Kenwood Yulupa Cab Svgn Cal,1681.1299999999999,29.480765913403477
4087,Kenwood Yulupa Chard Cal,1393.45,27.78212350640497
4088,Kenwood Yulupa Cuvee Brut,1477.0600000000002,31.045455160927798
4089,Kenwood Yulupa Merlot Cal,988.9,32.72525027808676
4090,Kenwood Yulupa Pnt Nr,1177.69,24.190576467491443
4091,Keo St John Commandaria Cyp,719.73,50.969113417531574
4093,Kesselstatt Josephshofer Kab,1522.95,13.704323845168917
4094,Kesselstatt Piesp G Kab Rsl,314.79,35.09006004002669
4095,Kesselstatt Piesporter Gold,929.6899999999999,97.80572018629866
4096,Kesselstatt Rsl RK QbA Mosel,8358.32,25.628834502627317
4097,Kesselstatt Schwartzhof GG,263.88,33.78808549340609
4100,Ketel One Oranje,3442.3199999999997,46.90964233423969
4102,Kettmeir Muller Thurgau Alto,3798.1,31.561833548353125
4103,Kettmeir Pnt Grigio Alto Adi,3438.2799999999997,26.202636201821843
4104,Kibo Junmai Sake,197.67,5.752010927303069
4106,Kikkoman Plum Wine,7012.2,35.153019023986765
4109,Kim Crawford Pnt Gr Marlboro,9359.92,19.36597748698707
4112,King Est Domaine Pnt Gris,1470.4499999999998,11.700499846985615
4115,King Estate Dom Pnt Nr 12,3761.43,8.720087838933585
4116,King Rabbit Malbec Pay D'Oc,143.82,77.76387150604921
4117,King Robert II Scotch Whisky,246.86999999999998,77.86689350670393
4124,Kinsella Est Cab Svgn 10,4829.58,57.3089171315104
4125,Kir-Yianni Akakies Yianakoho,395.78,33.79655364091162
4128,Kirkland Signature Cab Svgn,311.76,39.26096997690531
4129,Kirkland Signature Chard,171.38,25.778970708367368
4130,Kirkland Signature Chard 12,319.8,20.0
4131,Kirkland Signature Supr Brdx,7.99,32.91614518147684
4132,Kismet Wine Papa's All-Black,2518.74,98.43374067986375
4133,Kistler Hyde Chard,875.88,34.210165776133714
4134,Kistler Les Noisetiers Sono,2034.63,17.995900974624384
4135,Kistler Pinot Noir RRV,3189.42,34.20621931260229
4136,Kitaya Ai No Hime Sprkl Sake,2989.28,28.89792859819087
4137,Klinker Brick Farrah Syrah,7315.839999999999,18.34498840871314
4138,Klinker Brick Marisa Znfdl,2274.35,72.30373513311497
4139,Klinker Brick Old Ghst Znfdl,5706.4800000000005,33.90934516549607
4141,Knappogue Castle Irish 12 Yr,6678.33,75.52322212289599
4149,Korbel Brut Rose,2596.05,26.22638238862888
4155,Kosta Browne Pnt Nr RRV,9299.0,5.368211635659754
4156,Kracher Beerenauslese Cuvee,119.88,31.931931931931935
4158,Kringle Cream,5684.66,55.1895803794774
4159,Kris Heart Rosso,4978.0,54.01205303334673
4162,Kronan Swedish Punsch,179.94,51.69500944759364
4163,Kru 82 Vodka,7440.09,23.288696776517497
4164,Kru Peach Mango Vodka,4296.56,80.65708380658016
4166,Krug Grande Cve Brut,2719.68,18.2992116719614
4167,Krug Rose Champagne,467.98,0.6624214710030392
4169,Krupp Bros The Doctor Red,1999.8,59.45994599459946
4170,Krupp Bros Veraison Red,5753.82,51.629873718677324
4171,Krupps Brothers Veraison,5119.36,6.752211213901722
4172,Kuentz Bas Alsace White,1806.71,33.049576301675415
4174,Kunde Cab Svgn Sonoma Cnty,540.63,22.507075079074415
4176,Kunde Chard Sonoma Cnty,870.33,21.046040007813136
4178,Kunde Magnolia Lane Svgn Bl,8003.41,39.47005089080779
4179,L Bernard Cotes du Rhone,7883.68,44.35961378442555
4180,L Einaudi Dolcetto Dogliani,5792.78,67.31517509727625
4184,L'Ardi Dolcetto D'Acqui,3777.67,46.40505920315962
4185,L'Argentier Rose d'Aramon,2682.21,4.168577404453789
4186,L'Ecole No 41 Cab 12 Walla W,2966.31,14.196425862435136
4188,L'Ecole No 41 Chenin Bl OV,1122.3899999999999,24.81757677812525
4189,L'Ecole No 41 Red Columbia V,1898.1,46.88741372951899
4190,L'Eglise Saint-Hilaire Borde,2166.14,90.89394037319842
4191,L'Enclos de Viaud Lalande Po,3148.95,99.34327315454358
4192,L'Excellence Blanc 2015,1658.34,23.282318463041353
4193,L.A. Cetto Cab Svgn,431.64,34.195162635529606
4194,LAN Rioja Reserva,809.52,2.905425437296173
4195,LAN Rsva Rioja,188.92,5.61613381325428
4196,La Atalaya Almansa Red,970.4,73.45424567188788
4198,La Basttistina Gavi,123.91999999999999,9.651387992253062
4200,La Cana Albarino,7275.26,38.62927235590205
4201,La Caplana Gavi di Gavi,6654.65,26.039085451526372
4202,La Carraia Orvieto Clsc,5497.9400000000005,37.911290410590155
4204,La Chapelle Mission Haut Bri,2295.72,83.22051469691425
4205,La Chapelle de la Mission Ha,2369.7,70.11267249018863
4207,La Clarence de Haut Brion PL,4402.63,47.811194672275434
4208,La Clarte de Haut Brion 10,7769.3,53.64447247499775
4210,La Crema Chard Sonoma Coast,1188.81,1.6773075596605056
4215,La Crema Pnt Nr Sonoma Coast,701.46,26.866820631254818
4218,La Crema Russian Rive Pnt Nr,395.88,31.97938769324038
4219,La Croix Belle No 7 Rose 15,4672.25,31.579003692011348
4220,La Croix de Carbonnieux Blnc,1117.57,89.14519895845451
4221,La Croix de Carbonnieux Roug,1253.34,83.94051095472896
4222,La Dame Montrose St Estep 11,1403.73,97.56363403218567
4223,La Demoiselle Sociando Haut,424.83,67.98719487795118
4224,La Fee NV Absinthe,559.7199999999999,44.847423711855924
4225,La Fleur d'Amelie Brdx Rose,4871.25,30.13292276109828
4226,La Font de Notre Dame Rastea,1011.56,48.828542053857404
4227,La Garenne Entre Mer Wh,1549.59,13.693299517937007
4229,La Jota Cab Svgn Howell Mtn,2339.64,27.373442068010455
4230,La Jota Howell Mtn Merlot,1429.78,4.795842717061378
4231,La Joya Svgn Blanc,83.93,3.491004408435609
4232,La Lecciaia Brunello di Mont,1405.63,77.63280521901211
4234,La Maialina Gilfredo Verment,4302.69,24.821681320290324
4236,La Merika Pnt Grigio Montery,4674.8,79.18028578762727
4237,La Monacesca Verd di Mattell,779.61,44.54663229050423
4238,La Mondotte 08 St Emilion,1887.92,74.31458960125428
4239,La Mura Blanco,1258.1999999999998,28.888888888888875
4240,La Mura Rosso,838.8,24.620886981402002
4241,La Noble Chard Unoaked,629.55,2.088793582717811
4242,La Petite Maison Ventoux Bl,160.77,88.55507868383404
4243,La Pettegola Vermentino,269.84999999999997,19.488604780433565
4245,La Puerta Alta Malbec Bonrda,191.88,32.89555972482802
4247,La Quintinye Blanc Vermouth,2798.25,21.77539533637094
4248,La Quintinye Rouge Vermouth,3198.0,26.04127579737335
4249,La Scolca Black Label Gavi,431.88,31.03639899972215
4250,La Terre Chard Cal,461.15999999999997,26.045190389452678
4251,La Terre Merlot,184.23000000000002,10.191759068920533
4252,La Vieille Ferme Red B/B,499.79999999999995,18.3673469387755
4256,La Volpe Pnt Grigio,1127.1599999999999,30.4694985627595
4257,La Volpe Prosecco,415.74,8.904603838937806
4259,LaBelle Winery Americus,7196.4,18.368350842087708
4268,Label 5 Scotch 12 Yr,4446.61,67.88834640321502
4269,Laboure-Roi Pouilly Fuisse,639.36,66.66666666666666
4270,Lacoste Borie Pauillac,7291.13,26.872789265861396
4271,Ladera Stile Blocks Cab Napa,1749.65,16.73534706941389
4273,Ladyburn 41 Yr Old Scotch,5999.97,48.32040826870801
4274,Lafite Rsv Speciale Bl Brdx,485.71999999999997,70.40270114469241
4278,Lagler Gr Velt Smaragd Stein,1529.1499999999999,8.890560115096626
4279,Lagler Rsl Smaragd Elmerberg,2133.0299999999997,10.960464691073241
4280,Lago Rose,9937.35,24.081168520782708
4281,Laguna Chard,2672.09,25.2787144145594
4283,Lake Sonoma Cab Svgn AV,527.78,0.3277880935237987
4285,Lake Sonoma Znfdl Dry Creek,2218.89,43.10668847937482
4286,Lamberti Prosecco Extra Dry,558.4000000000001,29.899713467048723
4290,Lancers Rose,2485.85,32.60494398294346
4292,Landmark 12 Overlook Chard S,2249.25,45.10170056685562
4294,Landmark Overlook Pnt Nr,2083.25,35.088923556942284
4295,Lange Pnt Gris Willamette,940.4399999999999,37.45055505933392
4296,Lange RSV Willamette Pnt Nr,6001.0599999999995,56.69598370954465
4301,Laphroaig 18 Yr Single Malt,3429.59,68.43587717482265
4308,Lapierre Raisins 14 Gaulois,2056.53,1.2433565277433425
4309,Las Brisas Rueda Wh,2996.69,45.83490451131081
4310,Las Pizarras Garnacha,419.4,31.902718168812584
4313,Las Valles Carinena Red,1851.94,25.46194801127467
4314,Las Valles Viura-Chard,1447.3899999999999,23.393142138608113
4315,Latour 11 Corton-Chrl Bl AC,7583.21,8.253101259229275
4316,Latour 11 Merslt-Blgny P Cru,1449.71,97.71609494312656
4318,Latour 13 Cuvee Bourgog Blnc,7419.36,90.66091954022988
4319,Latour Beaujolais Villages,8482.22,42.4084732534643
4320,Latour L'Ardeche Chard,558.5699999999999,12.992104839142801
4325,Lauders,969.2099999999999,26.69287357744967
4327,Laurent Reverdy Sancerre,323.76,35.50778354336545
4328,Lavergne Brdx Rouge,9867.65,31.256884871271275
4329,Laya Tinto Almansa,9310.79,30.267571280202866
4333,Layer Cake Garnacha,7191.57,48.61650515812263
4338,Lazzaroni Sweet Marsala,3335.29,1.4646402561696257
4339,Le Capitaine Vouvray Loire,191.88,33.771106941838646
4340,Le Cengle CdProvence Rose,4728.36,31.481105499581254
4342,Le Clarence de Haut Brion 12,1741.8700000000001,7.06883981008915
4343,Le Gr Bouqueteau Chinon Roug,7211.49,25.584587928430874
4344,Le Grande Courtage Brut,4611.8,25.143154445045184
4345,Le Grande Courtage Rose,988.1,52.399554700941195
4346,Le Haut Medoc de Lascombes,5283.49,88.23618479452028
4347,Le Macchiole Bolgheri Rosso,1349.5,79.35828084475732
4349,Le Petit Cheval St Emilion,719.85,33.331944155032296
4350,Le Petit Haut Lafitte Brdx,1691.53,32.4256737982773
4351,Le Petit Mout Roths 11 Pauil,2099.86,95.20634708980599
4353,Le Ragose Valpo Clsco 09,1630.98,20.53857190155612
4354,Le Val Grenache Rose,7835.87,24.99709668486077
4355,Le Volte Red Toscana,666.77,33.77026560883063
4356,LeCompte Calvados 12 Yr Old,1049.85,80.53436205172167
4357,LeCompte Calvados 18 Yr Old,1689.8700000000001,77.54146768686348
4358,LeCompte Calvados 5 Yr Old,2015.64,80.16014764541288
4359,Leaf Vodka Alaskian Glacial,6230.79,65.62329977418594
4360,Leblon Cedilla Acai Liqueur,89.97,73.3355562965433
4363,Lee Family Farm Albarino Mon,1313.27,84.6231163431739
4364,Lee Family Farm Rio Tinto S,730.5699999999999,29.89583475916064
4365,Leese Fitch Svgn Bl,533.54,15.320313378565798
4367,Leese-Fitch Chard,843.28,24.011004648515325
4368,Leese-Fitch Merlot,179.84,4.7153024911031975
4369,Leflaive Macon Verze,6010.33,14.693535962251659
4370,Legacy Red Alexander Valley,1377.74,76.61387489656974
4371,Legaris Crianza Ribera del,94.74000000000001,32.425585813806215
4372,Legend of the Vine Cab Svgn,783.38,33.77926421404682
4374,Leoville Poyfre St Julien 09,1847.94,77.62914380337024
4375,Lepanto Solera Gran Reserva,783.84,87.82532149418249
4376,Leroux Apple Schnapps,29.96,23.097463284379177
4379,Leroux Cherry Brandy,95.88,21.902377972465583
4380,Leroux Polish Blackberry Bdy,422.53000000000003,1.3040494166094827
4382,Les Dauphins Cotes du Rhone,486.15,57.790805307004014
4383,Les Embruns Rose,1104.15,54.91916859122402
4384,Les Fiefs de Lagrange 11 Jul,494.84999999999997,54.02647266848539
4385,Les Hauts Calas Chinian 14,1478.52,26.905283662040414
4386,Les Hauts de Lagarde Blanc,688.47,7.598007175330815
4388,Les Lauzeraies Tavel,637.42,24.103416899375606
4389,Les Pasquets Entre Deux Mers,789.21,83.86994589526236
4391,LiDestri Red Sangria,4351.16,19.190974360860096
4392,LiDestri Spicy Bloody Mary,71.92,2.558398220244721
4393,LiDestri White Sangria,197.78,9.748205076347457
4394,Liberty Creek Cab Svgn Tetra,432.71000000000004,33.775507845901416
4395,Liberty Creek Merlot Tetra P,85.24000000000001,12.998592210229953
4396,Liberty Creek Pink Moscato,215.73,27.94697075047513
4398,Liberty Creek Prem RSV Merlo,407.49,25.02392696753295
4399,Liberty Creek Vyd Pnt Noir,231.71,2.1190280954641683
4400,Liberty Crk Pnt Grigio,35.88,32.107023411371244
4401,Liberty Crk Prm RSV Wh Znfdl,1733.83,30.085417832198075
4402,Liberty Crk Vyd Pnt Grigio,990.73,32.04202961452667
4405,Liberty School Cuvee Red CC,118.83,54.15299166877051
4408,Licor 43 Liqueur Gift Pack,2534.68,35.66051730395946
4412,Lila Rose 4 Pk Cans,65.94,33.75796178343949
4413,Lila Svgn Bl 4 Pk Cans,2198.0,33.88398544131028
4414,Lillet Rose French Aperitif,1277.29,14.600443125680151
4416,Lima Loureiro Vino Verde DOC,1640.4,41.66057059253841
4417,Lincourt Courtney's Chard,461.58,76.34212920837125
4425,Lindemans Bin 90 Moscato,2377.14,39.006537267472666
4426,Lindemans Bin 99 Pnt Nr,5577.24,31.623885649532742
4427,Lindemans Cawarra Shiraz/Cab,3480.42,27.01570500112056
4431,Line 39 Merlot,211.79,8.107087209027805
4435,Linkwood 15 Yr Old Sngl Malt,4719.41,88.08304427883994
4436,Lions de Suduiraut Sauternes,2050.92,90.06104577457921
4437,Liquore Strega,353.88,25.364530349270936
4439,Little Black Dress Divalicio,5899.66,33.35954953336294
4441,Little Black Dress Pnt Grigi,163.84,21.48437500000001
4442,Little Penguin Cab Svgn Ausl,2267.73,22.18121204905346
4444,Little Penguin Merlot Ausl,7275.09,32.236852052689386
4446,Little Yering Pnt Nr Yarra V,719.52,32.421614409606406
4447,Live-A-Little Ravishing Red,1582.56,34.21292083712465
4448,Live-A-Little Wicked White,791.28,31.938125568698805
4450,Livingston Cab Svgn Cal,157.86,70.86025592296971
4452,Livingston Chablis Blush Ca,2623.69,22.732648877352087
4454,Livingston Chianti Cal,153.79999999999998,10.858257477243148
4455,Livingston Clrs Pnt Grigio,255.68,27.487484355444312
4456,Livingston Clrs Red Rose,497.37,31.093552083961644
4457,Livingston Clrs Rhine Calif,350.46000000000004,87.64480967870799
4461,Livingston Rhine Calif,465.40999999999997,34.34176317655399
4462,Livingston Sangria Natural,569.28,31.418634064080937
4463,Livingston Wh Znfdl Cal,341.57,27.227215504874554
4464,Livio Felluga Pinot Grigio,847.64,56.87791987164362
4465,Livon Pnt Grigio,4789.85,27.034875831184696
4466,Llopart Rose Cava Brut Rsva,4800.04,58.105349122090644
4467,Llord's Orange Curacao,1880.86,25.238454749423138
4468,Llord's Peach,227.61999999999998,29.452596432650896
4469,Lobstah White,1108.95,68.34392894179179
4470,Lobster & Shrimp Muscadet,8856.77,59.29396382654174
4472,Locations CA Red,3934.3599999999997,30.782134832603003
4474,Locations OR Red,4534.11,13.622739633577485
4475,Lock & Key Meritage,779.4,31.48575827559661
4479,Loimer Lois Gruner Veltliner,4834.65,35.45303176031357
4480,Lokoya Diamond Mtn Cab Svgn,974.97,33.77334687221145
4481,Lokoya Howell Mtn Cab Svgn,1949.94,0.6600203083171851
4482,Lokoya Mt Veeder Cab Svgn,3574.8900000000003,13.420552800226018
4483,Lokoya Spring Mtn Cab Svgn,4549.860000000001,35.065694329056285
4484,Lombardo Marsala Ambra Dry,97.13,25.3783589004427
4486,Long Lake Cab Svgn Cal,209.65,5.442404006677794
4487,Looking Glass Cab Svgn,39.48,31.00303951367781
4488,Looking Glass Wh Znfdl,39.48,31.00303951367781
4494,Lost Angel Moscato,779.22,18.8034188034188
4495,Lot No 40 Canadian Rye,3299.42,92.14377072333926
4496,Louis Jadot Chmble-Musgny 11,99.98,65.5131026205241
4497,Louis Jadot Nuits St Geo 11,899.88,34.64461928257101
4500,Louis Latour 13 Pnt Nr Bourg,167.88,33.30950679056469
4501,Louis M Martini Cab Svgn,7479.37,34.989979102517985
4502,Louis de Grenelle Rose,734.51,21.008563532150678
4503,Loukatos Mastic Liqueur,485.72999999999996,50.97276264591439
4505,Loukatos Retsina,6316.34,54.355528676417045
4506,Loukatos Tsipouro Brandy,139.93,36.49681983849068
4507,Love Lane Carmenere,2897.33,7.792346746832428
4508,Love Lane Svgn Bl,4360.13,6.729615860077567
4509,Love Oregon Pnt Nr,659.61,11.863070602325616
4510,Love Oregon Rsl,978.34,52.04121266635321
4511,Lower East Side Cab Svgn,3908.88,60.203178404044124
4512,Lucano Amaro,2188.54,71.18170104270428
4513,Lucano Limencello,945.14,69.68068222697165
4514,Lucanto Montepulciano d'Abru,577.66,51.639372641346114
4515,Luce Brunello Montalcino 10,2183.79,31.974228291181845
4516,Luce Della Vite Lucente Tosc,7218.509999999999,45.24908880087442
4517,Luce Della Vite Toscana,2199.7799999999997,59.46594659465946
4518,Lucienne Doctor's Vyd Pnt Nr,767.84,34.35481350281309
4519,Lucky Duck Cab Svgn,90.96,31.134564643799468
4520,Lucky Duck Moscato,227.4,22.568161829375548
4521,Lucky Duck Riesling,125.07,27.176781002638524
4523,Lugny Macon Vllgs Vielle Rsv,191.88,32.89555972482802
4525,Luiano Ottantuno Chianti,3197.2200000000003,68.58051682399083
4526,Luiano Rosato,385.0,53.40963156877558
4528,Luigi Bosca Chard,4748.16,4.475839061868186
4530,Luigi Bosca Los Miradores Ma,1033.62,29.045490605831926
4532,Luigi Bosca Malbec 13,1329.3,30.50778605280975
4533,Luigi Bosca Malbec SV DOC,418.83,14.275481699018686
4534,Luigi Bosca RSV Cab Svgn,9960.349999999999,25.870074846767427
4535,Luigi Bosca de Sangre,2899.77,17.26792124892664
4540,Luna di Luna Prosecco,1495.12,29.177591096366832
4542,Lustau Pedro Ximenez San Emi,107.96,33.34568358651352
4543,Luxardo Amaretto di Saschira,349.85999999999996,44.137655062024805
4544,Luxardo Angioletto Hazelnut,1258.2,78.49308536003815
4547,Luxardo Sambuca Dei Cesari,299.88,22.488995598239296
4548,Luxury Edition Pnt Nr Rose S,623.52,34.64203233256351
4549,Luxury Edition Prosecco,740.4300000000001,33.333333333333336
4550,Luzon Jumilla Red,2275.32,20.39800995024876
4551,Lynch Bages 09 Pauillac,2619.96,66.2162781111162
4552,Lyrarakis Assyrtiko,431.73,9.276631227850743
4553,Lyrarakis Okto Syrah Blend,9190.01,26.864932682336583
4554,Lyrarakis Okto White,959.4,34.208880550343956
4555,Lyric by Etude Pnt Nr,2204.45,29.304815260042176
4558,M & R Bianco Vermouth,964.21,21.85519751921262
4561,M & R Sparkling Rose,8902.210000000001,42.91776985714784
4564,M Chiarlo 10 Chiarlo Rosso,8401.59,33.103376860808496
4567,M Chiarlo Barolo Cerequio,879.89,64.58193637841094
4568,M Chiarlo Gavi Wh,1208.9,99.39366366117959
4571,M D 20/20,8993.460000000001,27.77918620864495
4573,M D 20/20 Coco Loco,2090.76,17.93893129770993
4575,M D 20/20 Habanero Lime Arit,2433.9,22.04116849500802
4578,M Lynch Bordeaux Blanc Grave,3858.45,55.01742927859632
4579,M Lynch Bordeaux Rouge Medoc,7370.09,80.34433772179173
4580,M Molitor Spatlese Mosel,3944.5299999999997,35.018874238502434
4581,MSH Cellars Svgn Bl Napa Vly,1918.4,73.4664303586322
4582,MU Creamy Vanilla Latte,142.89000000000001,24.753306739449936
4583,Ma Terr Aglianico Vulture,167.88,31.95139385275197
4584,MacGavin's Highland Scotch,2500.6099999999997,96.84956870523591
4588,MacMurray Ranch Selct Pnt Nr,3289.23,28.655642810019373
4590,Macchia Mischievous Znfdl Lo,5247.5,19.977131967603622
4592,Mad Dogs & Englishmen Jumil,279.8,97.6661901358113
4595,Madria Sangria Moscato,1306.33,24.48977785417928
4597,Madrigal Petite Sirah,6897.94,95.24263765703964
4600,Magellan Gin,1481.43,31.90363365126938
4601,Maggio Cab Svgn,333.65999999999997,13.253012048192764
4602,Maggio Chardonnay,131.88,33.75796178343949
4603,Maggy Hawk Afleet Pnt Nr,1924.65,30.907957290936018
4605,Maipe Malbec Mendoza,6970.87,37.724846396504304
4606,Maison L'Envoye The Attache,3772.98,67.3202614379085
4607,Maison L'Envoye Two Messenge,4574.24,68.59806219175208
4613,Malamatina Retsina,4967.55,31.095409205745284
4616,Malibu Cosmo Light RTD,610.59,66.5372836109337
4617,Malibu Island Spiced Rum,587.03,65.82116757235575
4619,Malibu Mango Rum,3354.02,2.80648296670861
4621,Malibu Peach Sparkler RTD,5284.7300000000005,78.53097509238883
4623,Malibu Red,8970.83,70.43517712407882
4626,Malibu Rum Sparkler RTD,7117.89,76.51214053602963
4631,Manabito Ginjo Sake,5652.99,39.173428574966515
4632,Manero Rosso di Toscana IGT,167.88,32.88062902072909
4633,Manifesto! Cab Svgn,675.48,22.934801918635632
4634,Manifesto! Chard No Cst,4548.94,95.06302567191479
